scenario_id,arm,checkpoint,G,S,outcome,reference_feasible,pool_size,oracle_witness_correct,oracle_witness_outcome,any_candidate_selected_plan_correct,candidate_count,parsed,logical_tokens,logical_calls,generation_tokens,validation_tokens,judgments,final_plan_id,oracle_plan_id
sampling-18,B,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,2,4766,2,4766,0,0,c6ec2c351db0fae89330,c6ec2c351db0fae89330
sampling-18,B,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,9583,4,9583,0,0,c6ec2c351db0fae89330,c6ec2c351db0fae89330
sampling-18,B,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,8,19228,8,19228,0,0,c6ec2c351db0fae89330,c6ec2c351db0fae89330
sampling-18,C,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,2,4766,2,4766,0,0,c6ec2c351db0fae89330,c6ec2c351db0fae89330
sampling-18,C,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,11102,4,11102,0,0,c6ec2c351db0fae89330,c6ec2c351db0fae89330
sampling-18,C,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,8,23833,8,23833,0,0,c6ec2c351db0fae89330,c6ec2c351db0fae89330
sampling-19,A,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,2,4788,2,4788,0,0,0ac5ca3fc57c9793213d,0ac5ca3fc57c9793213d
sampling-19,A,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,9576,4,9576,0,0,0ac5ca3fc57c9793213d,0ac5ca3fc57c9793213d
sampling-19,A,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,8,19152,8,19152,0,0,0ac5ca3fc57c9793213d,0ac5ca3fc57c9793213d
sampling-19,B,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,2,4788,2,4788,0,0,0ac5ca3fc57c9793213d,0ac5ca3fc57c9793213d
sampling-19,B,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,9627,4,9627,0,0,0ac5ca3fc57c9793213d,0ac5ca3fc57c9793213d
sampling-19,B,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,8,19316,8,19316,0,0,0ac5ca3fc57c9793213d,0ac5ca3fc57c9793213d
sampling-19,C,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,2,4788,2,4788,0,0,0ac5ca3fc57c9793213d,0ac5ca3fc57c9793213d
sampling-19,C,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,11782,4,11782,0,0,0ac5ca3fc57c9793213d,0ac5ca3fc57c9793213d
sampling-19,C,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,8,25829,8,25829,0,0,0ac5ca3fc57c9793213d,0ac5ca3fc57c9793213d
sampling-20,A,2,False,False,incorrect_plan,True,128,False,incorrect_plan,False,2,2,5459,3,4690,769,1,2ba084255b08719b7312,2ba084255b08719b7312
sampling-20,A,4,False,False,incorrect_plan,True,128,False,incorrect_plan,False,2,4,10073,5,9304,769,1,2ba084255b08719b7312,2ba084255b08719b7312
sampling-20,A,8,False,True,correct_feasible_plan,True,128,False,incorrect_plan,True,3,8,20099,10,18556,1543,2,0ce2d0f97e8a8824a218,2ba084255b08719b7312
sampling-20,B,2,False,False,incorrect_plan,True,128,False,incorrect_plan,False,2,2,5459,3,4690,769,1,2ba084255b08719b7312,2ba084255b08719b7312
sampling-20,B,4,False,False,incorrect_plan,True,128,False,incorrect_plan,False,2,4,10124,5,9355,769,1,2ba084255b08719b7312,2ba084255b08719b7312
sampling-20,B,8,False,False,incorrect_plan,True,128,False,incorrect_plan,False,2,8,19567,9,18798,769,1,2ba084255b08719b7312,2ba084255b08719b7312
sampling-20,C,2,False,False,incorrect_plan,True,128,False,incorrect_plan,False,2,2,5459,3,4690,769,1,2ba084255b08719b7312,2ba084255b08719b7312
sampling-20,C,4,False,False,incorrect_plan,True,128,False,incorrect_plan,False,2,4,12389,5,11620,769,1,2ba084255b08719b7312,2ba084255b08719b7312
sampling-20,C,8,False,False,incorrect_plan,True,128,False,incorrect_plan,False,2,8,26308,9,25539,769,1,2ba084255b08719b7312,2ba084255b08719b7312
sampling-21,A,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,2,4758,2,4758,0,0,228724a45c63d6e55026,228724a45c63d6e55026
sampling-21,A,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,9528,4,9528,0,0,228724a45c63d6e55026,228724a45c63d6e55026
sampling-21,A,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,8,19068,8,19068,0,0,228724a45c63d6e55026,228724a45c63d6e55026
sampling-21,B,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,2,4758,2,4758,0,0,228724a45c63d6e55026,228724a45c63d6e55026
sampling-21,B,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,9579,4,9579,0,0,228724a45c63d6e55026,228724a45c63d6e55026
sampling-21,B,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,8,19232,8,19232,0,0,228724a45c63d6e55026,228724a45c63d6e55026
sampling-21,C,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,2,4758,2,4758,0,0,228724a45c63d6e55026,228724a45c63d6e55026
sampling-21,C,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,11456,4,11456,0,0,228724a45c63d6e55026,228724a45c63d6e55026
sampling-21,C,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,8,24923,8,24923,0,0,228724a45c63d6e55026,228724a45c63d6e55026
sampling-22,A,2,True,True,correct_feasible_plan,True,256,True,correct_feasible_plan,True,1,2,4990,2,4990,0,0,178506d825ac61e8a860,178506d825ac61e8a860
sampling-22,A,4,True,True,correct_feasible_plan,True,256,True,correct_feasible_plan,True,1,4,9979,4,9979,0,0,178506d825ac61e8a860,178506d825ac61e8a860
sampling-22,A,8,True,True,correct_feasible_plan,True,256,True,correct_feasible_plan,True,1,8,19995,8,19995,0,0,178506d825ac61e8a860,178506d825ac61e8a860
sampling-22,B,2,True,True,correct_feasible_plan,True,256,True,correct_feasible_plan,True,1,2,4990,2,4990,0,0,178506d825ac61e8a860,178506d825ac61e8a860
sampling-22,B,4,True,True,correct_feasible_plan,True,256,True,correct_feasible_plan,True,1,4,10031,4,10031,0,0,178506d825ac61e8a860,178506d825ac61e8a860
sampling-22,B,8,True,True,correct_feasible_plan,True,256,True,correct_feasible_plan,True,1,8,20173,8,20173,0,0,178506d825ac61e8a860,178506d825ac61e8a860
sampling-22,C,2,True,True,correct_feasible_plan,True,256,True,correct_feasible_plan,True,1,2,4990,2,4990,0,0,178506d825ac61e8a860,178506d825ac61e8a860
sampling-22,C,4,True,True,correct_feasible_plan,True,256,True,correct_feasible_plan,True,1,4,13014,4,13014,0,0,178506d825ac61e8a860,178506d825ac61e8a860
sampling-22,C,8,True,True,correct_feasible_plan,True,256,True,correct_feasible_plan,True,1,8,29109,8,29109,0,0,178506d825ac61e8a860,178506d825ac61e8a860
sampling-23,A,2,True,True,correct_infeasibility,False,96,True,correct_infeasibility,True,1,2,4798,2,4798,0,0,,
sampling-23,A,4,True,True,correct_infeasibility,False,96,True,correct_infeasibility,True,1,4,9596,4,9596,0,0,,
sampling-23,A,8,True,True,correct_infeasibility,False,96,True,correct_infeasibility,True,1,8,19181,8,19181,0,0,,
sampling-23,B,2,True,True,correct_infeasibility,False,96,True,correct_infeasibility,True,1,2,4798,2,4798,0,0,,
sampling-23,B,4,True,True,correct_infeasibility,False,96,True,correct_infeasibility,True,1,4,9647,4,9647,0,0,,
sampling-23,B,8,True,True,correct_infeasibility,False,96,True,correct_infeasibility,True,1,8,19369,8,19369,0,0,,
sampling-23,C,2,True,True,correct_infeasibility,False,96,True,correct_infeasibility,True,1,2,4798,2,4798,0,0,,
sampling-23,C,4,True,True,correct_infeasibility,False,96,True,correct_infeasibility,True,1,4,11498,4,11498,0,0,,
sampling-23,C,8,True,True,correct_infeasibility,False,96,True,correct_infeasibility,True,1,8,24957,8,24957,0,0,,
sampling-24,A,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,2,4792,2,4792,0,0,144ce90cc5ffadba889a,144ce90cc5ffadba889a
sampling-24,A,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,9584,4,9584,0,0,144ce90cc5ffadba889a,144ce90cc5ffadba889a
sampling-24,A,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,8,19156,8,19156,0,0,144ce90cc5ffadba889a,144ce90cc5ffadba889a
sampling-24,B,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,2,4792,2,4792,0,0,144ce90cc5ffadba889a,144ce90cc5ffadba889a
sampling-24,B,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,9635,4,9635,0,0,144ce90cc5ffadba889a,144ce90cc5ffadba889a
sampling-24,B,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,8,19332,8,19332,0,0,144ce90cc5ffadba889a,144ce90cc5ffadba889a
sampling-24,C,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,2,4792,2,4792,0,0,144ce90cc5ffadba889a,144ce90cc5ffadba889a
sampling-24,C,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,11490,4,11490,0,0,144ce90cc5ffadba889a,144ce90cc5ffadba889a
sampling-24,C,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,8,24945,8,24945,0,0,144ce90cc5ffadba889a,144ce90cc5ffadba889a
sampling-25,A,2,False,False,incorrect_plan,True,128,False,incorrect_plan,False,2,2,5667,3,4618,1049,1,6ec57a760ec0de4a08a5,6ec57a760ec0de4a08a5
sampling-25,A,4,False,False,incorrect_plan,True,128,False,incorrect_plan,False,2,4,10285,5,9236,1049,1,6ec57a760ec0de4a08a5,6ec57a760ec0de4a08a5
sampling-25,A,8,False,False,incorrect_plan,True,128,False,incorrect_plan,False,2,8,19521,9,18472,1049,1,6ec57a760ec0de4a08a5,6ec57a760ec0de4a08a5
sampling-25,B,2,False,False,incorrect_plan,True,128,False,incorrect_plan,False,2,2,5667,3,4618,1049,1,6ec57a760ec0de4a08a5,6ec57a760ec0de4a08a5
sampling-25,B,4,False,False,incorrect_plan,True,128,False,incorrect_plan,False,2,4,10336,5,9287,1049,1,6ec57a760ec0de4a08a5,6ec57a760ec0de4a08a5
sampling-25,B,8,True,False,incorrect_plan,True,128,True,correct_feasible_plan,True,3,8,20824,10,18738,2086,2,6ec57a760ec0de4a08a5,6b912d8419084d09a8ac
sampling-25,C,2,False,False,incorrect_plan,True,128,False,incorrect_plan,False,2,2,5667,3,4618,1049,1,6ec57a760ec0de4a08a5,6ec57a760ec0de4a08a5
sampling-25,C,4,False,False,incorrect_plan,True,128,False,incorrect_plan,False,2,4,12967,5,11918,1049,1,6ec57a760ec0de4a08a5,6ec57a760ec0de4a08a5
sampling-25,C,8,False,False,incorrect_plan,True,128,False,incorrect_plan,False,2,8,27626,9,26577,1049,1,6ec57a760ec0de4a08a5,6ec57a760ec0de4a08a5
sampling-26,A,2,True,True,correct_feasible_plan,True,51,True,correct_feasible_plan,True,1,2,4782,2,4782,0,0,de6a8339f7d444414a38,de6a8339f7d444414a38
sampling-26,A,4,True,True,correct_feasible_plan,True,51,True,correct_feasible_plan,True,1,4,9563,4,9563,0,0,de6a8339f7d444414a38,de6a8339f7d444414a38
sampling-26,A,8,True,True,correct_feasible_plan,True,51,True,correct_feasible_plan,True,1,8,19127,8,19127,0,0,de6a8339f7d444414a38,de6a8339f7d444414a38
sampling-26,B,2,True,True,correct_feasible_plan,True,51,True,correct_feasible_plan,True,1,2,4782,2,4782,0,0,de6a8339f7d444414a38,de6a8339f7d444414a38
sampling-26,B,4,True,True,correct_feasible_plan,True,51,True,correct_feasible_plan,True,1,4,9614,4,9614,0,0,de6a8339f7d444414a38,de6a8339f7d444414a38
sampling-26,B,8,True,True,correct_feasible_plan,True,51,True,correct_feasible_plan,True,1,8,19303,8,19303,0,0,de6a8339f7d444414a38,de6a8339f7d444414a38
sampling-26,C,2,True,True,correct_feasible_plan,True,51,True,correct_feasible_plan,True,1,2,4782,2,4782,0,0,de6a8339f7d444414a38,de6a8339f7d444414a38
sampling-26,C,4,True,True,correct_feasible_plan,True,51,True,correct_feasible_plan,True,2,3,11956,5,11272,684,1,de6a8339f7d444414a38,de6a8339f7d444414a38
sampling-26,C,8,True,True,correct_feasible_plan,True,51,True,correct_feasible_plan,True,2,7,25551,9,24867,684,1,de6a8339f7d444414a38,de6a8339f7d444414a38
sampling-27,A,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,2,4794,2,4794,0,0,07a04d5021cf1bf5bd40,07a04d5021cf1bf5bd40
sampling-27,A,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,9588,4,9588,0,0,07a04d5021cf1bf5bd40,07a04d5021cf1bf5bd40
sampling-27,A,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,8,19164,8,19164,0,0,07a04d5021cf1bf5bd40,07a04d5021cf1bf5bd40
sampling-27,B,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,2,4794,2,4794,0,0,07a04d5021cf1bf5bd40,07a04d5021cf1bf5bd40
sampling-27,B,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,9639,4,9639,0,0,07a04d5021cf1bf5bd40,07a04d5021cf1bf5bd40
sampling-27,B,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,8,19340,8,19340,0,0,07a04d5021cf1bf5bd40,07a04d5021cf1bf5bd40
sampling-27,C,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,2,4794,2,4794,0,0,07a04d5021cf1bf5bd40,07a04d5021cf1bf5bd40
sampling-27,C,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,11522,4,11522,0,0,07a04d5021cf1bf5bd40,07a04d5021cf1bf5bd40
sampling-27,C,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,8,25037,8,25037,0,0,07a04d5021cf1bf5bd40,07a04d5021cf1bf5bd40
sampling-28,A,2,False,False,incorrect_plan,True,66,False,false_infeasibility,False,2,2,5236,3,4637,599,1,ddfac7f5684d4c2aa782,
sampling-28,A,4,False,False,incorrect_plan,True,66,False,false_infeasibility,False,3,4,10447,6,9249,1198,2,ddfac7f5684d4c2aa782,
sampling-28,A,8,False,False,incorrect_plan,True,66,False,false_infeasibility,False,3,8,19673,10,18475,1198,2,ddfac7f5684d4c2aa782,
sampling-28,B,2,False,False,incorrect_plan,True,66,False,false_infeasibility,False,2,2,5236,3,4637,599,1,ddfac7f5684d4c2aa782,
sampling-28,B,4,False,False,incorrect_plan,True,66,False,false_infeasibility,False,3,4,10498,6,9300,1198,2,ddfac7f5684d4c2aa782,
sampling-28,B,8,True,False,incorrect_plan,True,66,True,correct_feasible_plan,True,4,8,19938,10,18740,1198,2,ddfac7f5684d4c2aa782,c60669581d686e245bc1
sampling-28,C,2,False,False,incorrect_plan,True,66,False,false_infeasibility,False,2,2,5236,3,4637,599,1,ddfac7f5684d4c2aa782,
sampling-28,C,4,False,False,incorrect_plan,True,66,False,false_infeasibility,False,2,4,11708,5,11109,599,1,ddfac7f5684d4c2aa782,
sampling-28,C,8,False,False,incorrect_plan,True,66,False,false_infeasibility,False,2,8,24711,9,24112,599,1,ddfac7f5684d4c2aa782,
sampling-29,A,2,True,True,correct_feasible_plan,True,36,True,correct_feasible_plan,True,1,2,4766,2,4766,0,0,7218c10160f35ab05b65,7218c10160f35ab05b65
sampling-29,A,4,True,True,correct_feasible_plan,True,36,True,correct_feasible_plan,True,1,4,9532,4,9532,0,0,7218c10160f35ab05b65,7218c10160f35ab05b65
sampling-29,A,8,True,True,correct_feasible_plan,True,36,True,correct_feasible_plan,True,1,8,19064,8,19064,0,0,7218c10160f35ab05b65,7218c10160f35ab05b65
sampling-29,B,2,True,True,correct_feasible_plan,True,36,True,correct_feasible_plan,True,1,2,4766,2,4766,0,0,7218c10160f35ab05b65,7218c10160f35ab05b65
sampling-29,B,4,True,True,correct_feasible_plan,True,36,True,correct_feasible_plan,True,1,4,9583,4,9583,0,0,7218c10160f35ab05b65,7218c10160f35ab05b65
sampling-29,B,8,True,True,correct_feasible_plan,True,36,True,correct_feasible_plan,True,1,8,19228,8,19228,0,0,7218c10160f35ab05b65,7218c10160f35ab05b65
sampling-29,C,2,True,True,correct_feasible_plan,True,36,True,correct_feasible_plan,True,1,2,4766,2,4766,0,0,7218c10160f35ab05b65,7218c10160f35ab05b65
sampling-29,C,4,True,True,correct_feasible_plan,True,36,True,correct_feasible_plan,True,1,4,11240,4,11240,0,0,7218c10160f35ab05b65,7218c10160f35ab05b65
sampling-29,C,8,True,True,correct_feasible_plan,True,36,True,correct_feasible_plan,True,1,8,24247,8,24247,0,0,7218c10160f35ab05b65,7218c10160f35ab05b65
sampling-30,A,2,True,True,correct_feasible_plan,True,256,True,correct_feasible_plan,True,1,2,4988,2,4988,0,0,007148cd089823347e1b,007148cd089823347e1b
sampling-30,A,4,True,True,correct_feasible_plan,True,256,True,correct_feasible_plan,True,1,4,9977,4,9977,0,0,007148cd089823347e1b,007148cd089823347e1b
sampling-30,A,8,True,True,correct_feasible_plan,True,256,True,correct_feasible_plan,True,1,8,19953,8,19953,0,0,007148cd089823347e1b,007148cd089823347e1b
sampling-30,B,2,True,True,correct_feasible_plan,True,256,True,correct_feasible_plan,True,1,2,4988,2,4988,0,0,007148cd089823347e1b,007148cd089823347e1b
sampling-30,B,4,True,True,correct_feasible_plan,True,256,True,correct_feasible_plan,True,1,4,10027,4,10027,0,0,007148cd089823347e1b,007148cd089823347e1b
sampling-30,B,8,True,True,correct_feasible_plan,True,256,True,correct_feasible_plan,True,1,8,20134,8,20134,0,0,007148cd089823347e1b,007148cd089823347e1b
sampling-30,C,2,True,True,correct_feasible_plan,True,256,True,correct_feasible_plan,True,1,2,4988,2,4988,0,0,007148cd089823347e1b,007148cd089823347e1b
sampling-30,C,4,True,True,correct_feasible_plan,True,256,True,correct_feasible_plan,True,1,4,13026,4,13026,0,0,007148cd089823347e1b,007148cd089823347e1b
sampling-30,C,8,True,True,correct_feasible_plan,True,256,True,correct_feasible_plan,True,1,8,29149,8,29149,0,0,007148cd089823347e1b,007148cd089823347e1b
sampling-31,A,2,True,True,correct_infeasibility,False,128,True,correct_infeasibility,True,1,2,4792,2,4792,0,0,,
sampling-31,A,4,True,True,correct_infeasibility,False,128,True,correct_infeasibility,True,1,4,9584,4,9584,0,0,,
sampling-31,A,8,True,True,correct_infeasibility,False,128,True,correct_infeasibility,True,1,8,19156,8,19156,0,0,,
sampling-31,B,2,True,True,correct_infeasibility,False,128,True,correct_infeasibility,True,1,2,4792,2,4792,0,0,,
sampling-31,B,4,True,True,correct_infeasibility,False,128,True,correct_infeasibility,True,1,4,9635,4,9635,0,0,,
sampling-31,B,8,True,True,correct_infeasibility,False,128,True,correct_infeasibility,True,1,8,19332,8,19332,0,0,,
sampling-31,C,2,True,True,correct_infeasibility,False,128,True,correct_infeasibility,True,1,2,4792,2,4792,0,0,,
sampling-31,C,4,True,True,correct_infeasibility,False,128,True,correct_infeasibility,True,1,4,11490,4,11490,0,0,,
sampling-31,C,8,True,True,correct_infeasibility,False,128,True,correct_infeasibility,True,1,8,24945,8,24945,0,0,,
