scenario_id,arm,checkpoint,G,S,outcome,reference_feasible,pool_size,oracle_witness_correct,oracle_witness_outcome,any_candidate_selected_plan_correct,candidate_count,parsed,logical_tokens,logical_calls,generation_tokens,validation_tokens,judgments,final_plan_id,oracle_plan_id
sampling-02,B,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,9591,4,9591,0,0,026bb5310beaccf1c713,026bb5310beaccf1c713
sampling-02,B,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,8,19255,8,19255,0,0,026bb5310beaccf1c713,026bb5310beaccf1c713
sampling-02,C,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,2,4770,2,4770,0,0,026bb5310beaccf1c713,026bb5310beaccf1c713
sampling-02,C,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,11492,4,11492,0,0,026bb5310beaccf1c713,026bb5310beaccf1c713
sampling-02,C,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,8,24995,8,24995,0,0,026bb5310beaccf1c713,026bb5310beaccf1c713
sampling-03,A,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,2,4794,2,4794,0,0,0c21f694807c4ce000bb,0c21f694807c4ce000bb
sampling-03,A,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,9588,4,9588,0,0,0c21f694807c4ce000bb,0c21f694807c4ce000bb
sampling-03,A,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,8,19164,8,19164,0,0,0c21f694807c4ce000bb,0c21f694807c4ce000bb
sampling-03,B,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,2,4794,2,4794,0,0,0c21f694807c4ce000bb,0c21f694807c4ce000bb
sampling-03,B,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,9639,4,9639,0,0,0c21f694807c4ce000bb,0c21f694807c4ce000bb
sampling-03,B,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,8,19352,8,19352,0,0,0c21f694807c4ce000bb,0c21f694807c4ce000bb
sampling-03,C,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,2,4794,2,4794,0,0,0c21f694807c4ce000bb,0c21f694807c4ce000bb
sampling-03,C,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,11602,4,11602,0,0,0c21f694807c4ce000bb,0c21f694807c4ce000bb
sampling-03,C,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,8,25277,8,25277,0,0,0c21f694807c4ce000bb,0c21f694807c4ce000bb
sampling-04,A,2,False,False,incorrect_plan,True,128,False,incorrect_plan,False,2,2,5268,3,4622,646,1,165f1c1bea66ae5d1e6f,165f1c1bea66ae5d1e6f
sampling-04,A,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,4,4,10536,6,9244,1292,2,16b01de6a4f2c3a6c565,16b01de6a4f2c3a6c565
sampling-04,A,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,5,8,19780,10,18488,1292,2,16b01de6a4f2c3a6c565,16b01de6a4f2c3a6c565
sampling-04,B,2,False,False,incorrect_plan,True,128,False,incorrect_plan,False,2,2,5268,3,4622,646,1,165f1c1bea66ae5d1e6f,165f1c1bea66ae5d1e6f
sampling-04,B,4,False,True,correct_feasible_plan,True,128,False,incorrect_plan,True,3,4,9940,5,9295,645,1,5d3d9dc34471502c76c6,165f1c1bea66ae5d1e6f
sampling-04,B,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,4,8,20094,10,18802,1292,2,16b01de6a4f2c3a6c565,16b01de6a4f2c3a6c565
sampling-04,C,2,False,False,incorrect_plan,True,128,False,incorrect_plan,False,2,2,5268,3,4622,646,1,165f1c1bea66ae5d1e6f,165f1c1bea66ae5d1e6f
sampling-04,C,4,False,False,incorrect_plan,True,128,False,incorrect_plan,False,2,4,11834,5,11188,646,1,165f1c1bea66ae5d1e6f,165f1c1bea66ae5d1e6f
sampling-04,C,8,False,False,incorrect_plan,True,128,False,incorrect_plan,False,2,8,25025,9,24379,646,1,165f1c1bea66ae5d1e6f,165f1c1bea66ae5d1e6f
sampling-05,A,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,2,4774,2,4774,0,0,004378944cab473ce6e0,004378944cab473ce6e0
sampling-05,A,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,9548,4,9548,0,0,004378944cab473ce6e0,004378944cab473ce6e0
sampling-05,A,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,8,19096,8,19096,0,0,004378944cab473ce6e0,004378944cab473ce6e0
sampling-05,B,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,2,4774,2,4774,0,0,004378944cab473ce6e0,004378944cab473ce6e0
sampling-05,B,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,9599,4,9599,0,0,004378944cab473ce6e0,004378944cab473ce6e0
sampling-05,B,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,7,19444,8,19444,0,0,004378944cab473ce6e0,004378944cab473ce6e0
sampling-05,C,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,2,4774,2,4774,0,0,004378944cab473ce6e0,004378944cab473ce6e0
sampling-05,C,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,11274,4,11274,0,0,004378944cab473ce6e0,004378944cab473ce6e0
sampling-05,C,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,8,24333,8,24333,0,0,004378944cab473ce6e0,004378944cab473ce6e0
sampling-06,A,2,True,True,correct_feasible_plan,True,256,True,correct_feasible_plan,True,1,2,4998,2,4998,0,0,08b559a78fe7685e89f2,08b559a78fe7685e89f2
sampling-06,A,4,True,True,correct_feasible_plan,True,256,True,correct_feasible_plan,True,1,4,9996,4,9996,0,0,08b559a78fe7685e89f2,08b559a78fe7685e89f2
sampling-06,A,8,True,True,correct_feasible_plan,True,256,True,correct_feasible_plan,True,1,8,20010,8,20010,0,0,08b559a78fe7685e89f2,08b559a78fe7685e89f2
sampling-06,B,2,True,True,correct_feasible_plan,True,256,True,correct_feasible_plan,True,1,2,4998,2,4998,0,0,08b559a78fe7685e89f2,08b559a78fe7685e89f2
sampling-06,B,4,True,True,correct_feasible_plan,True,256,True,correct_feasible_plan,True,1,4,10047,4,10047,0,0,08b559a78fe7685e89f2,08b559a78fe7685e89f2
sampling-06,B,8,True,True,correct_feasible_plan,True,256,True,correct_feasible_plan,True,1,8,20254,8,20254,0,0,08b559a78fe7685e89f2,08b559a78fe7685e89f2
sampling-06,C,2,True,True,correct_feasible_plan,True,256,True,correct_feasible_plan,True,1,2,4998,2,4998,0,0,08b559a78fe7685e89f2,08b559a78fe7685e89f2
sampling-06,C,4,True,True,correct_feasible_plan,True,256,True,correct_feasible_plan,True,1,4,12138,4,12138,0,0,08b559a78fe7685e89f2,08b559a78fe7685e89f2
sampling-06,C,8,True,True,correct_feasible_plan,True,256,True,correct_feasible_plan,True,1,8,26465,8,26465,0,0,08b559a78fe7685e89f2,08b559a78fe7685e89f2
sampling-07,A,2,True,True,correct_infeasibility,False,128,True,correct_infeasibility,True,1,2,4792,2,4792,0,0,,
sampling-07,A,4,True,True,correct_infeasibility,False,128,True,correct_infeasibility,True,1,4,9572,4,9572,0,0,,
sampling-07,A,8,True,True,correct_infeasibility,False,128,True,correct_infeasibility,True,1,8,19144,8,19144,0,0,,
sampling-07,B,2,True,True,correct_infeasibility,False,128,True,correct_infeasibility,True,1,2,4792,2,4792,0,0,,
sampling-07,B,4,True,True,correct_infeasibility,False,128,True,correct_infeasibility,True,1,4,9635,4,9635,0,0,,
sampling-07,B,8,True,True,correct_infeasibility,False,128,True,correct_infeasibility,True,1,8,19332,8,19332,0,0,,
sampling-07,C,2,True,True,correct_infeasibility,False,128,True,correct_infeasibility,True,1,2,4792,2,4792,0,0,,
sampling-07,C,4,True,True,correct_infeasibility,False,128,True,correct_infeasibility,True,1,4,11400,4,11400,0,0,,
sampling-07,C,8,True,True,correct_infeasibility,False,128,True,correct_infeasibility,True,1,8,24699,8,24699,0,0,,
sampling-08,A,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,2,4796,2,4796,0,0,1f93e74ba495f478708d,1f93e74ba495f478708d
sampling-08,A,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,9592,4,9592,0,0,1f93e74ba495f478708d,1f93e74ba495f478708d
sampling-08,A,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,8,19172,8,19172,0,0,1f93e74ba495f478708d,1f93e74ba495f478708d
sampling-08,B,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,2,4796,2,4796,0,0,1f93e74ba495f478708d,1f93e74ba495f478708d
sampling-08,B,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,9643,4,9643,0,0,1f93e74ba495f478708d,1f93e74ba495f478708d
sampling-08,B,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,8,19348,8,19348,0,0,1f93e74ba495f478708d,1f93e74ba495f478708d
sampling-08,C,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,2,4796,2,4796,0,0,1f93e74ba495f478708d,1f93e74ba495f478708d
sampling-08,C,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,11442,4,11442,0,0,1f93e74ba495f478708d,1f93e74ba495f478708d
sampling-08,C,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,8,24793,8,24793,0,0,1f93e74ba495f478708d,1f93e74ba495f478708d
sampling-09,A,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,2,2,5348,3,4701,647,1,2a55a1f9b1448a6f5ed6,2a55a1f9b1448a6f5ed6
sampling-09,A,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,3,4,10061,5,9414,647,1,2a55a1f9b1448a6f5ed6,2a55a1f9b1448a6f5ed6
sampling-09,A,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,3,8,19379,9,18732,647,1,2a55a1f9b1448a6f5ed6,2a55a1f9b1448a6f5ed6
sampling-09,B,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,2,2,5348,3,4701,647,1,2a55a1f9b1448a6f5ed6,2a55a1f9b1448a6f5ed6
sampling-09,B,4,True,False,incorrect_plan,True,128,True,correct_feasible_plan,True,4,4,10653,6,9366,1287,2,1d8f417162ac3b41c7e3,2a55a1f9b1448a6f5ed6
sampling-09,B,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,5,8,20138,10,18849,1289,2,2a55a1f9b1448a6f5ed6,2a55a1f9b1448a6f5ed6
sampling-09,C,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,2,2,5348,3,4701,647,1,2a55a1f9b1448a6f5ed6,2a55a1f9b1448a6f5ed6
sampling-09,C,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,2,4,12222,5,11575,647,1,2a55a1f9b1448a6f5ed6,2a55a1f9b1448a6f5ed6
sampling-09,C,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,2,8,26063,9,25416,647,1,2a55a1f9b1448a6f5ed6,2a55a1f9b1448a6f5ed6
sampling-10,A,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,2,4766,2,4766,0,0,216da3d5a22139ff47be,216da3d5a22139ff47be
sampling-10,A,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,9532,4,9532,0,0,216da3d5a22139ff47be,216da3d5a22139ff47be
sampling-10,A,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,8,19064,8,19064,0,0,216da3d5a22139ff47be,216da3d5a22139ff47be
sampling-10,B,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,2,4766,2,4766,0,0,216da3d5a22139ff47be,216da3d5a22139ff47be
sampling-10,B,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,9583,4,9583,0,0,216da3d5a22139ff47be,216da3d5a22139ff47be
sampling-10,B,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,8,19228,8,19228,0,0,216da3d5a22139ff47be,216da3d5a22139ff47be
sampling-10,C,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,2,4766,2,4766,0,0,216da3d5a22139ff47be,216da3d5a22139ff47be
sampling-10,C,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,11398,4,11398,0,0,216da3d5a22139ff47be,216da3d5a22139ff47be
sampling-10,C,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,8,24721,8,24721,0,0,216da3d5a22139ff47be,216da3d5a22139ff47be
sampling-11,A,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,2,4796,2,4796,0,0,016f88d5e5c2eaa7cf61,016f88d5e5c2eaa7cf61
sampling-11,A,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,9580,4,9580,0,0,016f88d5e5c2eaa7cf61,016f88d5e5c2eaa7cf61
sampling-11,A,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,8,19148,8,19148,0,0,016f88d5e5c2eaa7cf61,016f88d5e5c2eaa7cf61
sampling-11,B,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,2,4796,2,4796,0,0,016f88d5e5c2eaa7cf61,016f88d5e5c2eaa7cf61
sampling-11,B,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,9631,4,9631,0,0,016f88d5e5c2eaa7cf61,016f88d5e5c2eaa7cf61
sampling-11,B,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,8,19348,8,19348,0,0,016f88d5e5c2eaa7cf61,016f88d5e5c2eaa7cf61
sampling-11,C,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,2,4796,2,4796,0,0,016f88d5e5c2eaa7cf61,016f88d5e5c2eaa7cf61
sampling-11,C,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,11678,4,11678,0,0,016f88d5e5c2eaa7cf61,016f88d5e5c2eaa7cf61
sampling-11,C,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,8,25501,8,25501,0,0,016f88d5e5c2eaa7cf61,016f88d5e5c2eaa7cf61
sampling-12,A,2,False,False,incorrect_plan,True,128,False,incorrect_plan,False,1,2,4620,2,4620,0,0,3d2ac4bc9b683d64bff9,3d2ac4bc9b683d64bff9
sampling-12,A,4,False,False,incorrect_plan,True,128,False,incorrect_plan,False,1,4,9240,4,9240,0,0,3d2ac4bc9b683d64bff9,3d2ac4bc9b683d64bff9
sampling-12,A,8,False,False,incorrect_plan,True,128,False,incorrect_plan,False,2,8,19174,9,18480,694,1,3d2ac4bc9b683d64bff9,3d2ac4bc9b683d64bff9
sampling-12,B,2,False,False,incorrect_plan,True,128,False,incorrect_plan,False,1,2,4620,2,4620,0,0,3d2ac4bc9b683d64bff9,3d2ac4bc9b683d64bff9
sampling-12,B,4,False,False,incorrect_plan,True,128,False,incorrect_plan,False,1,4,9291,4,9291,0,0,3d2ac4bc9b683d64bff9,3d2ac4bc9b683d64bff9
sampling-12,B,8,True,False,incorrect_plan,True,128,True,correct_feasible_plan,True,4,8,20146,10,18746,1400,2,3d2ac4bc9b683d64bff9,23dc77966eb67609fd49
sampling-12,C,2,False,False,incorrect_plan,True,128,False,incorrect_plan,False,1,2,4620,2,4620,0,0,3d2ac4bc9b683d64bff9,3d2ac4bc9b683d64bff9
sampling-12,C,4,False,False,incorrect_plan,True,128,False,incorrect_plan,False,1,4,11116,4,11116,0,0,3d2ac4bc9b683d64bff9,3d2ac4bc9b683d64bff9
sampling-12,C,8,False,False,incorrect_plan,True,128,False,incorrect_plan,False,1,8,24167,8,24167,0,0,3d2ac4bc9b683d64bff9,3d2ac4bc9b683d64bff9
sampling-13,A,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,2,4762,2,4762,0,0,8b8de0b67e6c4366c86d,8b8de0b67e6c4366c86d
sampling-13,A,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,9524,4,9524,0,0,8b8de0b67e6c4366c86d,8b8de0b67e6c4366c86d
sampling-13,A,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,8,19048,8,19048,0,0,8b8de0b67e6c4366c86d,8b8de0b67e6c4366c86d
sampling-13,B,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,2,4762,2,4762,0,0,8b8de0b67e6c4366c86d,8b8de0b67e6c4366c86d
sampling-13,B,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,9575,4,9575,0,0,8b8de0b67e6c4366c86d,8b8de0b67e6c4366c86d
sampling-13,B,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,8,19212,8,19212,0,0,8b8de0b67e6c4366c86d,8b8de0b67e6c4366c86d
sampling-13,C,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,2,4762,2,4762,0,0,8b8de0b67e6c4366c86d,8b8de0b67e6c4366c86d
sampling-13,C,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,11388,4,11388,0,0,8b8de0b67e6c4366c86d,8b8de0b67e6c4366c86d
sampling-13,C,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,8,24699,8,24699,0,0,8b8de0b67e6c4366c86d,8b8de0b67e6c4366c86d
sampling-14,A,2,True,True,correct_feasible_plan,True,256,True,correct_feasible_plan,True,1,2,4986,2,4986,0,0,086605430a93acf85952,086605430a93acf85952
sampling-14,A,4,True,True,correct_feasible_plan,True,256,True,correct_feasible_plan,True,1,4,9984,4,9984,0,0,086605430a93acf85952,086605430a93acf85952
sampling-14,A,8,True,True,correct_feasible_plan,True,256,True,correct_feasible_plan,True,1,8,20003,8,20003,0,0,086605430a93acf85952,086605430a93acf85952
sampling-14,B,2,True,True,correct_feasible_plan,True,256,True,correct_feasible_plan,True,1,2,4986,2,4986,0,0,086605430a93acf85952,086605430a93acf85952
sampling-14,B,4,True,True,correct_feasible_plan,True,256,True,correct_feasible_plan,True,1,4,10023,4,10023,0,0,086605430a93acf85952,086605430a93acf85952
sampling-14,B,8,True,True,correct_feasible_plan,True,256,True,correct_feasible_plan,True,1,8,20123,8,20123,0,0,086605430a93acf85952,086605430a93acf85952
sampling-14,C,2,True,True,correct_feasible_plan,True,256,True,correct_feasible_plan,True,1,2,4986,2,4986,0,0,086605430a93acf85952,086605430a93acf85952
sampling-14,C,4,True,True,correct_feasible_plan,True,256,True,correct_feasible_plan,True,1,4,12194,4,12194,0,0,086605430a93acf85952,086605430a93acf85952
sampling-14,C,8,True,True,correct_feasible_plan,True,256,True,correct_feasible_plan,True,1,8,26657,8,26657,0,0,086605430a93acf85952,086605430a93acf85952
sampling-15,A,2,True,True,correct_infeasibility,False,128,True,correct_infeasibility,True,1,2,4802,2,4802,0,0,,
sampling-15,A,4,True,True,correct_infeasibility,False,128,True,correct_infeasibility,True,1,4,9592,4,9592,0,0,,
sampling-15,A,8,True,True,correct_infeasibility,False,128,True,correct_infeasibility,True,1,8,19172,8,19172,0,0,,
sampling-15,B,2,True,True,correct_infeasibility,False,128,True,correct_infeasibility,True,1,2,4802,2,4802,0,0,,
sampling-15,B,4,True,True,correct_infeasibility,False,128,True,correct_infeasibility,True,1,4,9643,4,9643,0,0,,
sampling-15,B,8,True,True,correct_infeasibility,False,128,True,correct_infeasibility,True,1,8,19360,8,19360,0,0,,
sampling-15,C,2,True,True,correct_infeasibility,False,128,True,correct_infeasibility,True,1,2,4802,2,4802,0,0,,
sampling-15,C,4,True,True,correct_infeasibility,False,128,True,correct_infeasibility,True,1,4,11520,4,11520,0,0,,
sampling-15,C,8,True,True,correct_infeasibility,False,128,True,correct_infeasibility,True,1,8,25015,8,25015,0,0,,
sampling-16,A,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,2,4790,2,4790,0,0,20efb73d57627c21710b,20efb73d57627c21710b
sampling-16,A,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,9580,4,9580,0,0,20efb73d57627c21710b,20efb73d57627c21710b
sampling-16,A,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,8,19148,8,19148,0,0,20efb73d57627c21710b,20efb73d57627c21710b
sampling-16,B,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,2,4790,2,4790,0,0,20efb73d57627c21710b,20efb73d57627c21710b
sampling-16,B,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,9631,4,9631,0,0,20efb73d57627c21710b,20efb73d57627c21710b
sampling-16,B,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,8,19324,8,19324,0,0,20efb73d57627c21710b,20efb73d57627c21710b
sampling-16,C,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,2,4790,2,4790,0,0,20efb73d57627c21710b,20efb73d57627c21710b
sampling-16,C,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,11480,4,11480,0,0,20efb73d57627c21710b,20efb73d57627c21710b
sampling-16,C,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,8,24919,8,24919,0,0,20efb73d57627c21710b,20efb73d57627c21710b
sampling-17,A,2,False,False,incorrect_plan,True,128,False,incorrect_plan,False,1,2,4624,2,4624,0,0,2e2fdb4f3676551d9d3c,2e2fdb4f3676551d9d3c
sampling-17,A,4,False,False,incorrect_plan,True,128,False,incorrect_plan,False,1,4,9248,4,9248,0,0,2e2fdb4f3676551d9d3c,2e2fdb4f3676551d9d3c
sampling-17,A,8,False,False,incorrect_plan,True,128,False,incorrect_plan,False,1,8,18496,8,18496,0,0,2e2fdb4f3676551d9d3c,2e2fdb4f3676551d9d3c
sampling-17,B,2,False,False,incorrect_plan,True,128,False,incorrect_plan,False,1,2,4624,2,4624,0,0,2e2fdb4f3676551d9d3c,2e2fdb4f3676551d9d3c
sampling-17,B,4,False,False,incorrect_plan,True,128,False,incorrect_plan,False,1,4,9299,4,9299,0,0,2e2fdb4f3676551d9d3c,2e2fdb4f3676551d9d3c
sampling-17,B,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,3,8,19587,9,18762,825,1,0bc301adca044bf1791d,0bc301adca044bf1791d
sampling-17,C,2,False,False,incorrect_plan,True,128,False,incorrect_plan,False,1,2,4624,2,4624,0,0,2e2fdb4f3676551d9d3c,2e2fdb4f3676551d9d3c
sampling-17,C,4,False,False,incorrect_plan,True,128,False,incorrect_plan,False,1,4,11360,4,11360,0,0,2e2fdb4f3676551d9d3c,2e2fdb4f3676551d9d3c
sampling-17,C,8,False,False,incorrect_plan,True,128,False,incorrect_plan,False,1,8,24891,8,24891,0,0,2e2fdb4f3676551d9d3c,2e2fdb4f3676551d9d3c
sampling-18,A,2,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,2,4766,2,4766,0,0,c6ec2c351db0fae89330,c6ec2c351db0fae89330
sampling-18,A,4,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,4,9532,4,9532,0,0,c6ec2c351db0fae89330,c6ec2c351db0fae89330
sampling-18,A,8,True,True,correct_feasible_plan,True,128,True,correct_feasible_plan,True,1,8,19064,8,19064,0,0,c6ec2c351db0fae89330,c6ec2c351db0fae89330
